id;description;date_operation;montant;operationcategorie_id
8302;Enseignement;2013-04-10;-312.15;40
8303;Enseignement;2013-04-10;204.91;41
8304;Restaurants et hôtels;2013-04-10;-63.56;42
8305;Services de restauration;2013-04-10;-110.61;43
8306;Services d'hébergement;2013-04-10;265.17;44
8307;Autres biens et servicesDocumentation des articles;2013-04-10;52.78;45
8308;Soins personnels;2013-04-10;117.92;46
8309;Effets personnels n.d.a.;2013-04-10;-191.93;47
8310;Protection sociale;2013-04-10;-480.65;48
8311;Assurances;2013-04-11;-237.68;49
8312;Services financiers n.d.a;2013-04-11;-105.24;50
8313;Autres services n.d.a;2013-04-11;-184.00;51
8314;Produits alimentaires et boissons non alcoolisées;2013-04-11;79.49;1
8315;Produits alimentaires;2013-04-11;-441.59;2
8316;Boissons non alcoolisées;2013-04-11;102.13;3
8317;Boissons alcoolisées et tabac;2013-04-11;264.40;4
8318;Boissons alcoolisées;2013-04-11;-191.18;5
8319;Tabac;2013-04-11;141.19;6
8320;Articles d'habillement et articles chaussants;2013-04-11;363.41;7
8321;Articles d'habillement;2013-04-12;83.76;8
8322;Articles chaussants;2013-04-12;226.38;9
8323;Logement. eau. électricité. gaz et autres combustibles;2013-04-12;303.80;10
8324;Loyers d'habitation réels;2013-04-12;32.72;11
8325;Loyers d'habitation imputés;2013-04-12;-261.32;12
8326;Entretien et de réparation du logement;2013-04-12;368.84;13
8327;Adduction d'eau et autres services relatifs au logement;2013-04-12;433.97;14
8328;Électricité. gaz et autres combustibles;2013-04-12;-193.80;15
8329;Ameublement. équipement ménager et entretien courant de la maison;2013-04-12;490.55;16
8330;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-04-12;183.31;17
8331;Articles de ménage en textile;2013-04-13;-325.40;18
8332;Appareils ménagers;2013-04-13;-159.81;19
8333;Verrerie. vaisselle et ustensiles de ménage;2013-04-13;-26.99;20
8334;Outillage pour la maison et le jardin;2013-04-13;-32.50;21
8335;Biens et services pour l'entretien courant du logement;2013-04-13;-398.27;22
8336;Santé;2013-04-13;312.90;23
8337;"Produits et appareils thérapeutiques; matériel médical";2013-04-13;204.73;24
8338;Services de consultation externe;2013-04-13;309.02;25
8339;Services hospitaliers;2013-04-13;58.53;26
8340;Transports;2013-04-13;328.28;27
8341;Achats de véhicules;2013-04-14;416.42;28
8342;Utilisation de véhicules personnels;2013-04-14;407.67;29
8343;Services de transport;2013-04-14;-279.28;30
8344;Communications;2013-04-14;-142.94;31
8345;Communications;2013-04-14;-308.15;32
8346;Loisirs et culture;2013-04-14;-442.94;33
8347;Équipements audiovisuels. photographiques et informatiques;2013-04-14;205.14;34
8348;Autres biens durables importants du domaine des loisirs et de la culture;2013-04-14;357.18;35
8349;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-04-14;259.73;36
8350;Services récréatifs et culturels;2013-04-14;84.99;37
8351;Édition. presse et papeterie;2013-04-15;-472.75;38
8352;Voyages à forfait;2013-04-15;85.15;39
8353;Enseignement;2013-04-15;290.46;40
8354;Enseignement;2013-04-15;370.02;41
8355;Restaurants et hôtels;2013-04-15;-287.66;42
8356;Services de restauration;2013-04-15;190.97;43
8357;Services d'hébergement;2013-04-15;-312.04;44
8358;Autres biens et servicesDocumentation des articles;2013-04-15;-454.29;45
8359;Soins personnels;2013-04-15;14.00;46
8360;Effets personnels n.d.a.;2013-04-15;339.05;47
8361;Protection sociale;2013-04-16;-228.40;48
8362;Assurances;2013-04-16;347.29;49
8363;Services financiers n.d.a;2013-04-16;339.31;50
8364;Autres services n.d.a;2013-04-16;-463.68;51
8365;Produits alimentaires et boissons non alcoolisées;2013-04-16;-119.71;1
8366;Produits alimentaires;2013-04-16;-70.57;2
8367;Boissons non alcoolisées;2013-04-16;378.69;3
8368;Boissons alcoolisées et tabac;2013-04-16;70.61;4
8369;Boissons alcoolisées;2013-04-16;207.95;5
8370;Tabac;2013-04-16;285.00;6
8371;Articles d'habillement et articles chaussants;2013-04-17;-8.39;7
8372;Articles d'habillement;2013-04-17;262.93;8
8373;Articles chaussants;2013-04-17;-197.99;9
8374;Logement. eau. électricité. gaz et autres combustibles;2013-04-17;389.05;10
8375;Loyers d'habitation réels;2013-04-17;-191.31;11
8376;Loyers d'habitation imputés;2013-04-17;-496.50;12
8377;Entretien et de réparation du logement;2013-04-17;408.17;13
8378;Adduction d'eau et autres services relatifs au logement;2013-04-17;-383.59;14
8379;Électricité. gaz et autres combustibles;2013-04-17;-188.17;15
8380;Ameublement. équipement ménager et entretien courant de la maison;2013-04-17;358.31;16
8381;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-04-18;-65.17;17
8382;Articles de ménage en textile;2013-04-18;-143.12;18
8383;Appareils ménagers;2013-04-18;114.88;19
8384;Verrerie. vaisselle et ustensiles de ménage;2013-04-18;-144.74;20
8385;Outillage pour la maison et le jardin;2013-04-18;260.47;21
8386;Biens et services pour l'entretien courant du logement;2013-04-18;179.86;22
8387;Santé;2013-04-18;-399.19;23
8388;"Produits et appareils thérapeutiques; matériel médical";2013-04-18;211.75;24
8389;Services de consultation externe;2013-04-18;377.41;25
8390;Services hospitaliers;2013-04-18;227.43;26
8391;Transports;2013-04-19;108.85;27
8392;Achats de véhicules;2013-04-19;-394.17;28
8393;Utilisation de véhicules personnels;2013-04-19;-116.32;29
8394;Services de transport;2013-04-19;379.86;30
8395;Communications;2013-04-19;22.04;31
8396;Communications;2013-04-19;-307.97;32
8397;Loisirs et culture;2013-04-19;203.98;33
8398;Équipements audiovisuels. photographiques et informatiques;2013-04-19;277.48;34
8399;Autres biens durables importants du domaine des loisirs et de la culture;2013-04-19;-253.50;35
8400;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-04-19;358.12;36
8401;Services récréatifs et culturels;2013-04-20;0.09;37
8402;Édition. presse et papeterie;2013-04-20;338.73;38
8403;Voyages à forfait;2013-04-20;-324.83;39
8404;Enseignement;2013-04-20;-0.72;40
8405;Enseignement;2013-04-20;-41.47;41
8406;Restaurants et hôtels;2013-04-20;-22.82;42
8407;Services de restauration;2013-04-20;365.93;43
8408;Services d'hébergement;2013-04-20;-189.13;44
8409;Autres biens et servicesDocumentation des articles;2013-04-20;-47.37;45
8410;Soins personnels;2013-04-20;241.09;46
8411;Effets personnels n.d.a.;2013-04-21;175.13;47
8412;Protection sociale;2013-04-21;-215.15;48
8413;Assurances;2013-04-21;-206.95;49
8414;Services financiers n.d.a;2013-04-21;366.58;50
8415;Autres services n.d.a;2013-04-21;-437.10;51
8416;Produits alimentaires et boissons non alcoolisées;2013-04-21;-52.46;1
8417;Produits alimentaires;2013-04-21;463.96;2
8418;Boissons non alcoolisées;2013-04-21;-442.39;3
8419;Boissons alcoolisées et tabac;2013-04-21;-392.97;4
8420;Boissons alcoolisées;2013-04-21;299.36;5
8421;Tabac;2013-04-22;153.27;6
8422;Articles d'habillement et articles chaussants;2013-04-22;-343.23;7
8423;Articles d'habillement;2013-04-22;187.50;8
8424;Articles chaussants;2013-04-22;483.43;9
8425;Logement. eau. électricité. gaz et autres combustibles;2013-04-22;113.43;10
8426;Loyers d'habitation réels;2013-04-22;-489.95;11
8427;Loyers d'habitation imputés;2013-04-22;130.69;12
8428;Entretien et de réparation du logement;2013-04-22;65.65;13
8429;Adduction d'eau et autres services relatifs au logement;2013-04-22;462.52;14
8430;Électricité. gaz et autres combustibles;2013-04-22;-142.31;15
8431;Ameublement. équipement ménager et entretien courant de la maison;2013-04-23;182.55;16
8432;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-04-23;310.77;17
8433;Articles de ménage en textile;2013-04-23;-186.89;18
8434;Appareils ménagers;2013-04-23;-428.90;19
8435;Verrerie. vaisselle et ustensiles de ménage;2013-04-23;-35.96;20
8436;Outillage pour la maison et le jardin;2013-04-23;28.80;21
8437;Biens et services pour l'entretien courant du logement;2013-04-23;67.32;22
8438;Santé;2013-04-23;414.56;23
8439;"Produits et appareils thérapeutiques; matériel médical";2013-04-23;-259.27;24
8440;Services de consultation externe;2013-04-23;83.26;25
8441;Services hospitaliers;2013-04-24;469.29;26
8442;Transports;2013-04-24;-213.62;27
8443;Achats de véhicules;2013-04-24;372.38;28
8444;Utilisation de véhicules personnels;2013-04-24;-354.63;29
8445;Services de transport;2013-04-24;310.51;30
8446;Communications;2013-04-24;451.87;31
8447;Communications;2013-04-24;-388.65;32
8448;Loisirs et culture;2013-04-24;452.18;33
8449;Équipements audiovisuels. photographiques et informatiques;2013-04-24;-243.08;34
8450;Autres biens durables importants du domaine des loisirs et de la culture;2013-04-24;-333.05;35
8451;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-04-25;-252.40;36
8452;Services récréatifs et culturels;2013-04-25;-414.86;37
8453;Édition. presse et papeterie;2013-04-25;13.88;38
8454;Voyages à forfait;2013-04-25;181.68;39
8455;Enseignement;2013-04-25;-308.89;40
8456;Enseignement;2013-04-25;-283.74;41
8457;Restaurants et hôtels;2013-04-25;193.10;42
8458;Services de restauration;2013-04-25;55.16;43
8459;Services d'hébergement;2013-04-25;355.43;44
8460;Autres biens et servicesDocumentation des articles;2013-04-25;33.57;45
8461;Soins personnels;2013-04-26;-298.36;46
8462;Effets personnels n.d.a.;2013-04-26;214.01;47
8463;Protection sociale;2013-04-26;-392.36;48
8464;Assurances;2013-04-26;-50.87;49
8465;Services financiers n.d.a;2013-04-26;274.59;50
8466;Autres services n.d.a;2013-04-26;220.29;51
8467;Produits alimentaires et boissons non alcoolisées;2013-04-26;-138.56;1
8468;Produits alimentaires;2013-04-26;-240.72;2
8469;Boissons non alcoolisées;2013-04-26;-241.34;3
8470;Boissons alcoolisées et tabac;2013-04-26;130.72;4
8471;Boissons alcoolisées;2013-04-27;390.20;5
8472;Tabac;2013-04-27;64.07;6
8473;Articles d'habillement et articles chaussants;2013-04-27;224.48;7
8474;Articles d'habillement;2013-04-27;10.57;8
8475;Articles chaussants;2013-04-27;-232.17;9
8476;Logement. eau. électricité. gaz et autres combustibles;2013-04-27;-156.84;10
8477;Loyers d'habitation réels;2013-04-27;-167.59;11
8478;Loyers d'habitation imputés;2013-04-27;348.11;12
8479;Entretien et de réparation du logement;2013-04-27;-252.28;13
8480;Adduction d'eau et autres services relatifs au logement;2013-04-27;-241.80;14
8481;Électricité. gaz et autres combustibles;2013-04-28;422.86;15
8482;Ameublement. équipement ménager et entretien courant de la maison;2013-04-28;376.91;16
8483;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-04-28;319.48;17
8484;Articles de ménage en textile;2013-04-28;-204.45;18
8485;Appareils ménagers;2013-04-28;87.07;19
8486;Verrerie. vaisselle et ustensiles de ménage;2013-04-28;352.18;20
8487;Outillage pour la maison et le jardin;2013-04-28;439.90;21
8488;Biens et services pour l'entretien courant du logement;2013-04-28;-215.73;22
8489;Santé;2013-04-28;475.24;23
8490;"Produits et appareils thérapeutiques; matériel médical";2013-04-28;-93.79;24
8491;Services de consultation externe;2013-04-29;-451.34;25
8492;Services hospitaliers;2013-04-29;-270.15;26
8493;Transports;2013-04-29;-399.12;27
8494;Achats de véhicules;2013-04-29;-418.44;28
8495;Utilisation de véhicules personnels;2013-04-29;166.92;29
8496;Services de transport;2013-04-29;123.67;30
8497;Communications;2013-04-29;59.12;31
8498;Communications;2013-04-29;-282.52;32
8499;Loisirs et culture;2013-04-29;71.97;33
8500;Équipements audiovisuels. photographiques et informatiques;2013-04-29;-482.34;34
8501;Autres biens durables importants du domaine des loisirs et de la culture;2013-04-30;167.37;35
8502;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-04-30;-224.01;36
8503;Services récréatifs et culturels;2013-04-30;-382.22;37
8504;Édition. presse et papeterie;2013-04-30;-342.36;38
8505;Voyages à forfait;2013-04-30;-294.04;39
8506;Enseignement;2013-04-30;179.98;40
8507;Enseignement;2013-04-30;379.20;41
8508;Restaurants et hôtels;2013-04-30;265.32;42
8509;Services de restauration;2013-04-30;-334.48;43
8510;Services d'hébergement;2013-04-30;-276.77;44
8511;Autres biens et servicesDocumentation des articles;2013-05-01;-81.19;45
8512;Soins personnels;2013-05-01;27.31;46
8513;Effets personnels n.d.a.;2013-05-01;81.18;47
8514;Protection sociale;2013-05-01;91.22;48
8515;Assurances;2013-05-01;-295.73;49
8516;Services financiers n.d.a;2013-05-01;-200.51;50
8517;Autres services n.d.a;2013-05-01;297.08;51
8518;Produits alimentaires et boissons non alcoolisées;2013-05-01;-377.88;1
8519;Produits alimentaires;2013-05-01;-5.23;2
8520;Boissons non alcoolisées;2013-05-01;310.03;3
8521;Boissons alcoolisées et tabac;2013-05-02;27.84;4
8522;Boissons alcoolisées;2013-05-02;297.38;5
8523;Tabac;2013-05-02;291.29;6
8524;Articles d'habillement et articles chaussants;2013-05-02;-130.73;7
8525;Articles d'habillement;2013-05-02;75.10;8
8526;Articles chaussants;2013-05-02;-44.91;9
8527;Logement. eau. électricité. gaz et autres combustibles;2013-05-02;91.43;10
8528;Loyers d'habitation réels;2013-05-02;64.49;11
8529;Loyers d'habitation imputés;2013-05-02;300.80;12
8530;Entretien et de réparation du logement;2013-05-02;376.71;13
8531;Adduction d'eau et autres services relatifs au logement;2013-05-03;-108.36;14
8532;Électricité. gaz et autres combustibles;2013-05-03;-184.24;15
8533;Ameublement. équipement ménager et entretien courant de la maison;2013-05-03;365.87;16
8534;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-05-03;-300.02;17
8535;Articles de ménage en textile;2013-05-03;-48.84;18
8536;Appareils ménagers;2013-05-03;420.31;19
8537;Verrerie. vaisselle et ustensiles de ménage;2013-05-03;194.12;20
8538;Outillage pour la maison et le jardin;2013-05-03;-8.21;21
8539;Biens et services pour l'entretien courant du logement;2013-05-03;-106.61;22
8540;Santé;2013-05-03;203.14;23
8541;"Produits et appareils thérapeutiques; matériel médical";2013-05-04;-78.01;24
8542;Services de consultation externe;2013-05-04;-418.88;25
8543;Services hospitaliers;2013-05-04;-264.16;26
8544;Transports;2013-05-04;-148.39;27
8545;Achats de véhicules;2013-05-04;96.24;28
8546;Utilisation de véhicules personnels;2013-05-04;-316.11;29
8547;Services de transport;2013-05-04;20.58;30
8548;Communications;2013-05-04;358.19;31
8549;Communications;2013-05-04;-223.10;32
8550;Loisirs et culture;2013-05-04;43.79;33
8551;Équipements audiovisuels. photographiques et informatiques;2013-05-05;413.05;34
8552;Autres biens durables importants du domaine des loisirs et de la culture;2013-05-05;-271.93;35
8553;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-05-05;115.90;36
8554;Services récréatifs et culturels;2013-05-05;-270.21;37
8555;Édition. presse et papeterie;2013-05-05;-333.07;38
8556;Voyages à forfait;2013-05-05;-346.24;39
8557;Enseignement;2013-05-05;-252.08;40
8558;Enseignement;2013-05-05;470.51;41
8559;Restaurants et hôtels;2013-05-05;-100.23;42
8560;Services de restauration;2013-05-05;-44.33;43
8561;Services d'hébergement;2013-05-06;476.61;44
8562;Autres biens et servicesDocumentation des articles;2013-05-06;397.86;45
8563;Soins personnels;2013-05-06;-198.54;46
8564;Effets personnels n.d.a.;2013-05-06;209.31;47
8565;Protection sociale;2013-05-06;-19.27;48
8566;Assurances;2013-05-06;-264.58;49
8567;Services financiers n.d.a;2013-05-06;443.02;50
8568;Autres services n.d.a;2013-05-06;-476.42;51
8569;Produits alimentaires et boissons non alcoolisées;2013-05-06;-189.72;1
8570;Produits alimentaires;2013-05-06;-140.54;2
8571;Boissons non alcoolisées;2013-05-07;279.00;3
8572;Boissons alcoolisées et tabac;2013-05-07;429.35;4
8573;Boissons alcoolisées;2013-05-07;-396.69;5
8574;Tabac;2013-05-07;451.63;6
8575;Articles d'habillement et articles chaussants;2013-05-07;0.39;7
8576;Articles d'habillement;2013-05-07;-355.73;8
8577;Articles chaussants;2013-05-07;-350.33;9
8578;Logement. eau. électricité. gaz et autres combustibles;2013-05-07;-422.23;10
8579;Loyers d'habitation réels;2013-05-07;-268.67;11
8580;Loyers d'habitation imputés;2013-05-07;112.18;12
8581;Entretien et de réparation du logement;2013-05-08;-335.03;13
8582;Adduction d'eau et autres services relatifs au logement;2013-05-08;-315.77;14
8583;Électricité. gaz et autres combustibles;2013-05-08;315.56;15
8584;Ameublement. équipement ménager et entretien courant de la maison;2013-05-08;-200.52;16
8585;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-05-08;-157.82;17
8586;Articles de ménage en textile;2013-05-08;-309.17;18
8587;Appareils ménagers;2013-05-08;385.76;19
8588;Verrerie. vaisselle et ustensiles de ménage;2013-05-08;319.72;20
8589;Outillage pour la maison et le jardin;2013-05-08;-305.79;21
8590;Biens et services pour l'entretien courant du logement;2013-05-08;168.45;22
8591;Santé;2013-05-09;-428.92;23
8592;"Produits et appareils thérapeutiques; matériel médical";2013-05-09;260.21;24
8593;Services de consultation externe;2013-05-09;396.57;25
8594;Services hospitaliers;2013-05-09;-264.72;26
8595;Transports;2013-05-09;-281.12;27
8596;Achats de véhicules;2013-05-09;-312.97;28
8597;Utilisation de véhicules personnels;2013-05-09;-195.00;29
8598;Services de transport;2013-05-09;154.47;30
8599;Communications;2013-05-09;31.93;31
8600;Communications;2013-05-09;395.75;32
8601;Loisirs et culture;2013-05-10;-294.17;33
8602;Équipements audiovisuels. photographiques et informatiques;2013-05-10;87.52;34
8603;Autres biens durables importants du domaine des loisirs et de la culture;2013-05-10;-469.91;35
8604;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-05-10;492.47;36
8605;Services récréatifs et culturels;2013-05-10;-122.60;37
8606;Édition. presse et papeterie;2013-05-10;-270.26;38
8607;Voyages à forfait;2013-05-10;-307.68;39
8608;Enseignement;2013-05-10;-1.85;40
8609;Enseignement;2013-05-10;-427.93;41
8610;Restaurants et hôtels;2013-05-10;-263.56;42
8611;Services de restauration;2013-05-11;-106.33;43
8612;Services d'hébergement;2013-05-11;378.53;44
8613;Autres biens et servicesDocumentation des articles;2013-05-11;354.79;45
8614;Soins personnels;2013-05-11;34.30;46
8615;Effets personnels n.d.a.;2013-05-11;-0.65;47
8616;Protection sociale;2013-05-11;219.38;48
8617;Assurances;2013-05-11;420.09;49
8618;Services financiers n.d.a;2013-05-11;-153.26;50
8619;Autres services n.d.a;2013-05-11;109.07;51
8620;Produits alimentaires et boissons non alcoolisées;2013-05-11;-458.07;1
8621;Produits alimentaires;2013-05-12;-429.76;2
8622;Boissons non alcoolisées;2013-05-12;460.14;3
8623;Boissons alcoolisées et tabac;2013-05-12;-317.65;4
8624;Boissons alcoolisées;2013-05-12;494.93;5
8625;Tabac;2013-05-12;314.36;6
8626;Articles d'habillement et articles chaussants;2013-05-12;321.88;7
8627;Articles d'habillement;2013-05-12;-91.05;8
8628;Articles chaussants;2013-05-12;-442.51;9
8629;Logement. eau. électricité. gaz et autres combustibles;2013-05-12;-422.83;10
8630;Loyers d'habitation réels;2013-05-12;-61.30;11
8631;Loyers d'habitation imputés;2013-05-13;375.97;12
8632;Entretien et de réparation du logement;2013-05-13;-471.73;13
8633;Adduction d'eau et autres services relatifs au logement;2013-05-13;445.00;14
8634;Électricité. gaz et autres combustibles;2013-05-13;-156.22;15
8635;Ameublement. équipement ménager et entretien courant de la maison;2013-05-13;175.44;16
8636;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-05-13;147.42;17
8637;Articles de ménage en textile;2013-05-13;283.42;18
8638;Appareils ménagers;2013-05-13;-86.40;19
8639;Verrerie. vaisselle et ustensiles de ménage;2013-05-13;360.92;20
8640;Outillage pour la maison et le jardin;2013-05-13;275.61;21
8641;Biens et services pour l'entretien courant du logement;2013-05-14;-50.85;22
8642;Santé;2013-05-14;239.47;23
8643;"Produits et appareils thérapeutiques; matériel médical";2013-05-14;413.07;24
8644;Services de consultation externe;2013-05-14;295.66;25
8645;Services hospitaliers;2013-05-14;-94.48;26
8646;Transports;2013-05-14;-19.26;27
8647;Achats de véhicules;2013-05-14;384.12;28
8648;Utilisation de véhicules personnels;2013-05-14;-336.19;29
8649;Services de transport;2013-05-14;-165.36;30
8650;Communications;2013-05-14;309.40;31
8651;Communications;2013-05-15;-169.23;32
8652;Loisirs et culture;2013-05-15;251.58;33
8653;Équipements audiovisuels. photographiques et informatiques;2013-05-15;308.52;34
8654;Autres biens durables importants du domaine des loisirs et de la culture;2013-05-15;198.28;35
8655;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-05-15;414.73;36
8656;Services récréatifs et culturels;2013-05-15;468.46;37
8657;Édition. presse et papeterie;2013-05-15;426.14;38
8658;Voyages à forfait;2013-05-15;-344.21;39
8659;Enseignement;2013-05-15;-180.32;40
8660;Enseignement;2013-05-15;-67.52;41
8661;Restaurants et hôtels;2013-05-16;-110.98;42
8662;Services de restauration;2013-05-16;-114.52;43
8663;Services d'hébergement;2013-05-16;291.03;44
8664;Autres biens et servicesDocumentation des articles;2013-05-16;16.17;45
8665;Soins personnels;2013-05-16;82.83;46
8666;Effets personnels n.d.a.;2013-05-16;331.66;47
8667;Protection sociale;2013-05-16;248.09;48
8668;Assurances;2013-05-16;73.21;49
8669;Services financiers n.d.a;2013-05-16;87.91;50
8670;Autres services n.d.a;2013-05-16;127.97;51
8671;Produits alimentaires et boissons non alcoolisées;2013-05-17;-288.32;1
8672;Produits alimentaires;2013-05-17;-92.70;2
8673;Boissons non alcoolisées;2013-05-17;486.60;3
8674;Boissons alcoolisées et tabac;2013-05-17;73.19;4
8675;Boissons alcoolisées;2013-05-17;-263.04;5
8676;Tabac;2013-05-17;-413.39;6
8677;Articles d'habillement et articles chaussants;2013-05-17;-312.78;7
8678;Articles d'habillement;2013-05-17;-407.04;8
8679;Articles chaussants;2013-05-17;-352.64;9
8680;Logement. eau. électricité. gaz et autres combustibles;2013-05-17;152.89;10
8681;Loyers d'habitation réels;2013-05-18;-84.97;11
8682;Loyers d'habitation imputés;2013-05-18;66.24;12
8683;Entretien et de réparation du logement;2013-05-18;25.06;13
8684;Adduction d'eau et autres services relatifs au logement;2013-05-18;451.59;14
8685;Électricité. gaz et autres combustibles;2013-05-18;-144.50;15
8686;Ameublement. équipement ménager et entretien courant de la maison;2013-05-18;-9.88;16
8687;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-05-18;181.24;17
8688;Articles de ménage en textile;2013-05-18;26.49;18
8689;Appareils ménagers;2013-05-18;-463.68;19
8690;Verrerie. vaisselle et ustensiles de ménage;2013-05-18;55.40;20
8691;Outillage pour la maison et le jardin;2013-05-19;244.04;21
8692;Biens et services pour l'entretien courant du logement;2013-05-19;270.22;22
8693;Santé;2013-05-19;-260.95;23
8694;"Produits et appareils thérapeutiques; matériel médical";2013-05-19;-376.63;24
8695;Services de consultation externe;2013-05-19;83.04;25
8696;Services hospitaliers;2013-05-19;400.01;26
8697;Transports;2013-05-19;331.81;27
8698;Achats de véhicules;2013-05-19;-495.28;28
8699;Utilisation de véhicules personnels;2013-05-19;-396.50;29
8700;Services de transport;2013-05-19;88.26;30
8701;Communications;2013-05-20;-32.89;31
8702;Communications;2013-05-20;-453.31;32
8703;Loisirs et culture;2013-05-20;-343.02;33
8704;Équipements audiovisuels. photographiques et informatiques;2013-05-20;102.70;34
8705;Autres biens durables importants du domaine des loisirs et de la culture;2013-05-20;305.19;35
8706;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-05-20;-70.29;36
8707;Services récréatifs et culturels;2013-05-20;7.31;37
8708;Édition. presse et papeterie;2013-05-20;200.83;38
8709;Voyages à forfait;2013-05-20;387.65;39
8710;Enseignement;2013-05-20;-98.54;40
8711;Enseignement;2013-05-21;276.45;41
8712;Restaurants et hôtels;2013-05-21;-134.45;42
8713;Services de restauration;2013-05-21;156.37;43
8714;Services d'hébergement;2013-05-21;121.06;44
8715;Autres biens et servicesDocumentation des articles;2013-05-21;241.02;45
8716;Soins personnels;2013-05-21;-250.35;46
8717;Effets personnels n.d.a.;2013-05-21;235.16;47
8718;Protection sociale;2013-05-21;-254.92;48
8719;Assurances;2013-05-21;-270.11;49
8720;Services financiers n.d.a;2013-05-21;-237.58;50
8721;Autres services n.d.a;2013-05-22;-478.01;51
8722;Produits alimentaires et boissons non alcoolisées;2013-05-22;-159.03;1
8723;Produits alimentaires;2013-05-22;-299.88;2
8724;Boissons non alcoolisées;2013-05-22;44.41;3
8725;Boissons alcoolisées et tabac;2013-05-22;120.11;4
8726;Boissons alcoolisées;2013-05-22;-13.36;5
8727;Tabac;2013-05-22;-10.65;6
8728;Articles d'habillement et articles chaussants;2013-05-22;54.97;7
8729;Articles d'habillement;2013-05-22;-458.02;8
8730;Articles chaussants;2013-05-22;80.82;9
8731;Logement. eau. électricité. gaz et autres combustibles;2013-05-23;68.83;10
8732;Loyers d'habitation réels;2013-05-23;-403.43;11
8733;Loyers d'habitation imputés;2013-05-23;363.06;12
8734;Entretien et de réparation du logement;2013-05-23;-98.03;13
8735;Adduction d'eau et autres services relatifs au logement;2013-05-23;-118.25;14
8736;Électricité. gaz et autres combustibles;2013-05-23;-443.67;15
8737;Ameublement. équipement ménager et entretien courant de la maison;2013-05-23;9.91;16
8738;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-05-23;471.60;17
8739;Articles de ménage en textile;2013-05-23;-221.18;18
8740;Appareils ménagers;2013-05-23;-257.63;19
8741;Verrerie. vaisselle et ustensiles de ménage;2013-05-24;439.37;20
8742;Outillage pour la maison et le jardin;2013-05-24;-17.69;21
8743;Biens et services pour l'entretien courant du logement;2013-05-24;308.24;22
8744;Santé;2013-05-24;-192.46;23
8745;"Produits et appareils thérapeutiques; matériel médical";2013-05-24;-97.99;24
8746;Services de consultation externe;2013-05-24;352.48;25
8747;Services hospitaliers;2013-05-24;171.47;26
8748;Transports;2013-05-24;317.45;27
8749;Achats de véhicules;2013-05-24;-374.34;28
8750;Utilisation de véhicules personnels;2013-05-24;-321.11;29
8751;Services de transport;2013-05-25;-230.77;30
8752;Communications;2013-05-25;-365.04;31
8753;Communications;2013-05-25;-21.80;32
8754;Loisirs et culture;2013-05-25;-210.70;33
8755;Équipements audiovisuels. photographiques et informatiques;2013-05-25;-45.61;34
8756;Autres biens durables importants du domaine des loisirs et de la culture;2013-05-25;69.50;35
8757;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-05-25;80.53;36
8758;Services récréatifs et culturels;2013-05-25;-269.65;37
8759;Édition. presse et papeterie;2013-05-25;301.62;38
8760;Voyages à forfait;2013-05-25;-276.15;39
8761;Enseignement;2013-05-26;182.78;40
8762;Enseignement;2013-05-26;273.86;41
8763;Restaurants et hôtels;2013-05-26;-175.61;42
8764;Services de restauration;2013-05-26;-423.11;43
8765;Services d'hébergement;2013-05-26;253.51;44
8766;Autres biens et servicesDocumentation des articles;2013-05-26;-3.40;45
8767;Soins personnels;2013-05-26;-227.66;46
8768;Effets personnels n.d.a.;2013-05-26;-13.98;47
8769;Protection sociale;2013-05-26;-86.48;48
8770;Assurances;2013-05-26;435.00;49
8771;Services financiers n.d.a;2013-05-27;-353.41;50
8772;Autres services n.d.a;2013-05-27;209.72;51
8773;Produits alimentaires et boissons non alcoolisées;2013-05-27;-285.45;1
8774;Produits alimentaires;2013-05-27;-105.08;2
8775;Boissons non alcoolisées;2013-05-27;-28.23;3
8776;Boissons alcoolisées et tabac;2013-05-27;-470.19;4
8777;Boissons alcoolisées;2013-05-27;199.09;5
8778;Tabac;2013-05-27;215.13;6
8779;Articles d'habillement et articles chaussants;2013-05-27;404.92;7
8780;Articles d'habillement;2013-05-27;246.04;8
8781;Articles chaussants;2013-05-28;60.08;9
